Name/Title,Phone,Web/Link,Email,Physical Address,Information/Details,Tags
Expunge Records K,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/how-seal-municipal-conviction-records)-,,,,Uncategorized
Expunge Records L,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/order-seal-municipal-conviction-records,,,,Uncategorized
Expunge Records M,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/petition-seal-municipal-conviction-records,,,,Uncategorized
Expunge Records N,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/how-seal-criminal-conviction-records)-,,,,Uncategorized
Expunge Records O,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/motion-seal-criminal-conviction-records,,,,Uncategorized
Expunge Records P,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/how-seal-criminal-records-non-convictions,,,,Uncategorized
Expunge Records Q,,Non-Convictions Records:,,,,Uncategorized
Expunge Records R,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/order-seal-non-conviction-records,,,,Uncategorized
Expunge Records S,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/motion-seal-non-conviction-records,,,,Uncategorized
Expunge Records T,,Conviction Records:,,,,Uncategorized
Expunge Records U,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/order-seal-conviction-records,,,,Uncategorized
Expunge Records V,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/how-seal-multiple-conviction-records)-,,,,Uncategorized
Expunge Records W,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/order-seal-multiple-conviction-records,,,,Uncategorized
Expunge Records X,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/petition-seal-multiple-conviction-records,,,,Uncategorized
Expunge Records Y,,Pardoned Records-,,,,Uncategorized
Expunge Records Z,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/order-seal-pardoned-conviction-records,,,,Uncategorized
Expunge Records Z1,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/instructions-seal-arrest-criminal-records)-,,,,Uncategorized
Expunge Records Z2,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/order-seal-pardoned-conviction-records,,,,Uncategorized
Expunge Records Z3,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/petition-seal-arrest-criminal-records,,,,Uncategorized
FAFSA,,,,,Student Loans,Uncategorized
Fair Shake,,https://www.fairshake.net/,,,Re-entry resources center,Uncategorized
First Southern Baptist Church FSBC,719-633-4625,https://fsbc.org/,,1409 Palmer Park Blvd 80909,Grief support group Wednesdays @ 2 pm,Uncategorized
Fishing has no boundaries,719-873-3462,https://fhnbinc.org/chapters/colorado-springs-co/,,"1535 Saratoga Dr, C/S, CO 80910",Helps people with disabilities to fish,Uncategorized
Free stuff Alerts,,https://play.google.com/store/apps/details?id=com.rodolfogs.nextdooralerts&hl=en_US,,,"an app where people post stuff they want to get rid of/give away, furniture/clothing/etc, can be found in the play store",Uncategorized
Freedom Springs,719-559-5990,https://www.chfainfo.com/about-chfa/customer-partner-stories/freedom-springs,,"734 Western Dr Apt 115, C/S 80915",Freedom Springs provides resources to local vets; Volunteers of America provide resources to residents in complex,Uncategorized
Front Range Community Service,719-442-2201,https://www.frcsco.org/2001.html,,405 S Cascade Ave,If you need to do community service,Uncategorized
GeoSearch,719-632-7776,geosearch.com,,2350 Mesa Rd 80904,Skilled Trades,Uncategorized
Grants for Felons,,https://freegrantsforfelons.org/grants-and-scholarships-for-felons-going-back-to-college/#google_vignette,,,A decent list of grants for felons,Uncategorized
Grief Support Group,719-598-3595,St Patrick's Church (Secular Meeting),,North Academy and Dublin,Grief support group,Uncategorized
HEARSCOSP,719-352-5124,https://hearscosp.weebly.com/who-we-are.html,,8595 Explorer Dr 80920,Helps local  EPC residents get hearing aids. Link to application to be downloaded/printed: https://hearscosp.weebly.com/hears-application.html,Uncategorized
Help COS,719-955-0742,https://coloradosprings.gov/helpcos,,https://coloradosprings.gov/get-help-housing-and-community-vitality-resources,Campaign for public information campaign where resources for residents in crisis and residents who wish to help are shared,Uncategorized
Help Guide,,HelpGuide.org,,,More of a resource center than an emergency response service but good information on all sorts of self harm issues/resource guide,Uncategorized
Hoarder Help,800-462-7337  (719) 752-0001,https://hoardingcleanup.com/steri_clean_colorado,,,Help in cleaning houses of hoarders,Uncategorized
Human Trafficking Hotline,888-3737-888,inourbackyard.org,,"or text ""HELP"" to 233733 (BeFree)",Suspect/victim of human trafficking contact,Uncategorized
Impact 100,561-336-4623,Impact100pbc.org,,261 NW 13th St 33432   impact100pbc@gmail.com,Charity that helps to fund charities-super rich,Uncategorized
Independent Living Research Utilization,,https://www.ilru.org/projects/cil-net/cil-center-and-association-directory-results/CO,,,Directory and map of centers for independent living and associations,Uncategorized
Lasagna Love,,lasagnalove.org,,info@lasagnalove.org,People make lasagna for families in need,Uncategorized
Laundry Love,719--440-8235,https://laundrylove.org/,,,"Laundry Love washes the clothes and bedding of low/no income families and person(s) across the US. We brighten the lives of thousands of people through love, dignity, and detergent by partnering with diverse groups and laundromats nationwide.",Uncategorized
Love Alive Families,719-2836197,https://www.lovealivecos.org/,lovealive.cos@gmail.com,"2230 W Colorado Ave, C/S, CO, 80904","Free narcan, fentanyl test strips",Uncategorized
Love Inc of Littleton,303-794-5683,loveinclittleton.org,,"5745 S Bannock St, Littleton 80120",,Uncategorized
Management Recruiters of Colorado Springs,719-575-0500,mrcosprings.com,,4935 N 30th St Ste 230 80919,Management,Uncategorized
Mobile Clothing Closet,,https://mobileclothes.org/,,mobileclothes@bmccs.org,New or gently used clothes to immigrants in the Colorado Springs area,Uncategorized
Mormon Survivors,,quitmormon.com,,,Emergency travel,Uncategorized
Multiple Sclerosis Alliace,719-633-4603,https://msasoco.org/,,Resources and improvement of quality of life for those with multiple sclerosis,,Uncategorized
National Alliance for Eating Disorders Helpline,866-662-1235,https://www.allianceforeatingdisorders.com/,,,Burial of a loved one,Uncategorized
National Mill Dog Rescue,719-482-0905,nmdr.org,,customerservice@nmdr.org,"Saving dogs from euthanasia, dog mills, getting them to loving homes",Uncategorized
National Suicide Prevention Help Line,800-273-8255,,,,,Uncategorized
New Eye Glasses,,https://www.neweyesglasses.org/,,https://new-eyes.org/application,Free eye glasses/bifocals,Uncategorized
New Eyes,973-376-4903,https://new-eyes.org/,,,"Good reviews, low income people only",Uncategorized
NGO Base,,https://ngobase.org/ciswa/US.CO.2/RLG.CH/chrsitianity-colorado-springs,,,Resource database for religion based not-for profits,Uncategorized
One App Guarantee,,oneappguarantee.com,,,"Chaffee, Cheyenne, El Paso, Lincoln, Park, and Teller Counties",Uncategorized
Opus Creative,,,,Colorado Springs,Former arts nfp,Uncategorized
Over Eaters Anonymous,346-644-1337 Esther,,,1524 Tejon St 80907,"Monday 5:30 pm: join by phone: 346-248-7799; Sunday 4 pm, second Sunday of the month only",Uncategorized
Path to Citizenship Study Group,https://ppld.org/path-citizenship,https://ppld.org/path-citizenship,,https://research.ppld.org/c.php?g=795779&p=7454977,"Study group for those wishing to become a US citizen, 12 weeks, meet once a week",Uncategorized
Pickup Please,800-775-8387,pickupplease.org,,"Virginia, nationwide",Free donation pickup of smaller items,Uncategorized
Pikes Peak Biker's Church,719-600-9894,pikespeakbikerschurch.com,,1318 N Circle Dr 80909,Christian Based Sober Motorcycle group Saturdays at 6:30 pm,Uncategorized
Pikes Peak Christian Church,719-392-9061,,,4955 Bradley Rd 80911,"Mondays-Wednesdays 10:00-12:00 and 1:00-4:00, Fridays 9:00-12:00",Uncategorized
Pikes Peak Crime Stoppers,,,,,Anonymously submit tips for any crime that might have been witnessed,Uncategorized
Pikes Peak Library District-Penrose Library,719-531-6333,ppld.org,,20 N Cascade Ave 80903,,Uncategorized
Pikes Peak Suicide Prevention,719-57-7447,https://www.pikespeaksuicideprevention.org/,,704 N Tejon St 80903,Resource Database for suicide prevention,Uncategorized
Pioneers Museum,,,,Downtown C/S,"Free museum, informative about the area",Uncategorized
Proposition 123,,,,,,Uncategorized
Pyramid Construction,719-576-7600,https://pyramidconstructioninc.com/,,"3075 Janitell Rd, Colorado Springs, CO 80906",Lets you use heavy machinery without cert,Uncategorized
RAWtools,719-310-9210,https://springs.rawtools.org/?product-page=2,,philly@rawtools.org,Takes donated guns and turns them into garden tools,Uncategorized
Reading at the Rock,719-368-1028,https://rockrimmoninterimlibrary.org/,,"950 Vindicator Dr, C/S, CO 80919","Temporary library opened in Christ the King Lutheran Church, across from safeway Hours: Tu, We: 10-4 pm; Th 10-5pm; 2nd Sat 9-12",Uncategorized
Records at DHS,,,dhsrecordsroom@elpasoco.com,,If someone wants a copy/info from a DHS case,Uncategorized
Red Cross,,,,,,Uncategorized
Redemption Project,,,,,,Uncategorized
Remerg Resource Map,,https://remerg.com/resource-map/,,,,Uncategorized
Report Human Trafficking,1-888-373-7888,https://humantraffickinghotline.org/en/report-trafficking,,https://humantraffickinghotline.org/chat,To report human trafficking,Uncategorized
Rescued Hearts,719-466-9797,rescued-hearts.org,,3314 Austin Bluffs Pkwy 80918,non-profit thrift store that funds local animal rescue and welfare groups,Uncategorized
Resource List,,https://coloradononprofits.org/resource-library/,,,Not-For-Profit Resource List,Uncategorized
Resource MFG,719-599-7400,resourcemfg.com,,5265 N Academy Blvd Ste 2250 80918,Manufacturing,Uncategorized
Resources for Pet Owners,,https://arrcolorado.org/resources-for-pet-owners/,,,,Uncategorized
Restore,,,,,SEE 'HABITAT FOR HUMANITY',Uncategorized
Rewiring America,,homes.rewiringamerica.org,,,Helps you find programs to upgrade your house and downgrade your utility bills,Uncategorized
Rimrock Ranch,719-344-3576,,,"455 S Franceville Coal Mine Rd, Colorado Springs, CO 80929","BAD reviews, suspected drunk manager, picky about property of people staying with them",Uncategorized
Sacred Heart Catholic Parish,719-633-8711,https://www.sacredheartcos.org/,,2030 W Colorado Ave 80904,Showers for unhomed,Uncategorized
Safe 2 Tell,877-542-7233,safe2tell.org,,"Denver, CO   text S2TCO to 738477",Anonymous hotline to report something that can be/become dangerous for self/others,Uncategorized
Section 162,,https://www.hud.gov/sites/documents/doc_14955.pdf,,Source of my info: https://www.hud.gov/program_offices/housing/mfh/hsgrent,Synonymous with 811 and 202?????? Very confused on this one.,Uncategorized
Self-Injoury Outreach and Support,,http://sioutreach.org/,,,Self Harm help website,Uncategorized
Self-Represented Litigant Coordinators,,https://research.ppld.org/ld.php?content_id=22670211,,,Resources for those representing self,Uncategorized
Set Free God's House DEFUNCT,719-203-4683,https://www.facebook.com/setfreegodshouse.org/info?tab=page_info,,"2225 E Platte Ave, 80909   setfreegodshouse@gmail.com",Set Free God's House is a Discipleship Ministry that was established to help individuals who have been overwhelmed by life crises.,Uncategorized
